Jahr;Gebiet;Sachmerkmal;Nettoeinkommen
2021;Nordwest,Persoenliches Einkommen,1006;"9258674381""";
2021;Nord,Persoenliches Einkommen,1201;"27377553616""";
2021;Stadt Leipzig,Persoenliches Einkommen,1066;"01430298254""";
2021;Zentrum,Haushaltseinkommen,1087;"80187132455""";
2021;Zentrum-Ost,Haushaltseinkommen,1466;"06678370279""";
2021;Zentrum-Suedost,Haushaltseinkommen,1202;"33006688454""";
2021;Zentrum-Sued,Haushaltseinkommen,1544;"51700734588""";
2021;Zentrum-West,Haushaltseinkommen,1530;"99167808915""";
2021;Zentrum-Nordwest,Haushaltseinkommen,2131;"48217842793""";
2021;Zentrum-Nord,Haushaltseinkommen,1471;"54674208864""";
2021;Schoenefeld-Abtnaundorf,Haushaltseinkommen,1096;"48429727869""";
2021;Schoenefeld-Ost,Haushaltseinkommen,1342;"257274574""";
2021;Mockau-Sued,Haushaltseinkommen,1269;"23100664899""";
2021;Mockau-Nord,Haushaltseinkommen,1236;"96250899009""";
2021;Thekla,Haushaltseinkommen,1370;"00408535438""";
2021;Plaussig-Portitz,Haushaltseinkommen,1900;"90504995806""";
2021;Neustadt-Neuschoenefeld;Haushaltseinkommen;1800
2021;Volkmarsdorf;Haushaltseinkommen;2000
2021;Anger-Crottendorf;Haushaltseinkommen;2000
2021;Sellerhausen-Stuenz;Haushaltseinkommen;2200
2021;Paunsdorf;Haushaltseinkommen;1500
2021;Heiterblick;Haushaltseinkommen;3000
2021;Moelkau;Haushaltseinkommen;3000
2021;Engelsdorf;Haushaltseinkommen;3000
2021;Baalsdorf;Haushaltseinkommen;3620
2021;Althen-Kleinpoesna;Haushaltseinkommen;2700
2021;Reudnitz-Thonberg;Haushaltseinkommen;2009
2021;Stoetteritz;Haushaltseinkommen;2340
2021;Probstheida;Haushaltseinkommen;2500
2021;Meusdorf;Haushaltseinkommen;2100
2021;Liebertwolkwitz;Haushaltseinkommen;2500
2021;Holzhausen;Haushaltseinkommen;2500
2021;Suedvorstadt;Haushaltseinkommen;2500
2021;Connewitz;Haushaltseinkommen;2200
2021;Marienbrunn;Haushaltseinkommen;2000
2021;Loessnig;Haushaltseinkommen;2100
2021;Doelitz-Doesen;Haushaltseinkommen;2300
2021;Schleussig;Haushaltseinkommen;2800
2021;Plagwitz;Haushaltseinkommen;2500
2021;Kleinzschocher;Haushaltseinkommen;1840
2021;Grosszschocher;Haushaltseinkommen;2265
2021;Knautkleeberg-Knauthain;Haushaltseinkommen;3200
2021;Hartmannsdorf-Knautnaundorf;Haushaltseinkommen;3400
2021;Schoenau;Haushaltseinkommen;2200
2021;Gruenau-Ost;Haushaltseinkommen;1900
2021;Gruenau-Mitte;Haushaltseinkommen;2000
2021;Gruenau-Siedlung;Haushaltseinkommen;3000
2021;Lausen-Gruenau;Haushaltseinkommen;2100
2021;Gruenau-Nord;Haushaltseinkommen;2000
2021;Miltitz;Haushaltseinkommen;2830
2021;Lindenau;Haushaltseinkommen;2000
2021;Altlindenau;Haushaltseinkommen;2000
2021;Neulindenau;Haushaltseinkommen;2100
2021;Leutzsch;Haushaltseinkommen;2300
2021;Boehlitz-Ehrenberg;Haushaltseinkommen;2400
2021;Burghausen-Rueckmarsdorf;Haushaltseinkommen;3000
2021;Moeckern;Haushaltseinkommen;2155
2021;Wahren;Haushaltseinkommen;2360
2021;Luetzschena-Stahmeln;Haushaltseinkommen;3000
2021;Lindenthal;Haushaltseinkommen;2200
2021;Gohlis-Sued;Haushaltseinkommen;2200
2021;Gohlis-Mitte;Haushaltseinkommen;2500
2021;Gohlis-Nord;Haushaltseinkommen;2250
2021;Eutritzsch;Haushaltseinkommen;2000
2021;Seehausen;Haushaltseinkommen;3000
2021;Wiederitzsch;Haushaltseinkommen;2500
2021;Mitte;Haushaltseinkommen;2085,15846954289
2021;Nordost;Haushaltseinkommen;1874,04935593965
2021;Ost;Haushaltseinkommen;1963,23552730359
2021;Suedost;Haushaltseinkommen;2239,98924388035
2021;Sued;Haushaltseinkommen;2090,3855521987
2021;Suedwest;Haushaltseinkommen;2354,77400478394
2021;West;Haushaltseinkommen;1824,01077104773
2021;Alt-West;Haushaltseinkommen;2183,58724392336
2021;Nordwest;Haushaltseinkommen;2130,80717881989
2021;Nord;Haushaltseinkommen;2265,75995705396
2021;Stadt Leipzig;Haushaltseinkommen;2064,67147397644
